# shard E · 100 条 · C蒸馏

7299030189336497444	6上	1401
7328324857270127908	4上	1400
7298276587802316095	5上	1398
7301519820342824243	4上	1398
7360561778184473895	3上	1396
7313694057572732211	5上	1395
7282209628182580521	5上	1393
7326366769826794763	3上	1393
7360531660108090633	3上	1392
7374303256098393381	4下	1392
7312210043431079177	3上	1391
7297534118349376819	6上	1390
7300949816291396905	6上	1390
7518642563579415849	4下	1390
7352872273415539979	6上	1384
7346421125250944265	6上	1380
7340122621050228006	4上	1379
7395362883405696307	5上	1379
7321932461531843881	6上	1378
7040598003861769502	4下	1374
7347541238507261223	4上	1373
7381450674019519794	3上	1370
7434469692581891354	4下	1369
7281523270124391739	3上	1368
7637829070227564709	6上	1366
7475678341824105755	6上	1363
7385356624786902311	6上	1361
7352406185724661042	6上	1359
7318157958989253927	4下	1357
7040405117459270915	6上	1355
7309341852463942963	3上	1354
7316300620091182362	3上	1354
7369094284655529255	3上	1354
7371278649057660198	4上	1353
7362110159310671158	3上	1352
7281484331657268539	4下	1351
7317159233882000679	6上	1351
7355110466789641481	4上	1351
7389821206628797706	4上	1351
7343454306080705803	6上	1350
7376269444462562601	4上	1350
7312306546359209255	3上	1347
7367571158264319243	5上	1347
7296327070060252453	4上	1345
7403169724395293978	4上	1343
7301819109686152475	6上	1339
7340489064639958323	6上	1339
7185469740494687549	4上	1338
7315178723202862346	6上	1338
7378401398037269797	4上	1338
7343910799515192586	4上	1336
7348699774029221183	4上	1334
7432993046716763402	6上	1334
7350908635888799017	6上	1332
7353840378811796774	5上	1332
7397232853357989147	5上	1332
7355840393621015845	4上	1331
7383154348034936114	6上	1328
7363187905654689087	3上	1325
7346043704064429363	4上	1324
7293495735532703002	4下	1322
7383945947174145334	3上	1320
7312313391371062547	6上	1318
7358060222016998668	4上	1318
7288537372449328444	3上	1317
7323798830233799945	3上	1317
7346774579873910026	4上	1315
7329858538711321906	4上	1314
7281492820312100151	4下	1313
7313323441472539945	5上	1313
7366232857192238362	6上	1311
7398692785567567131	6上	1310
7044317087933746462	6上	1308
7310747877305830719	3上	1307
7348417500301774089	6上	1307
7641170722924257890	6上	1302
7037328316549909790	6上	1301
7322649857225674022	6上	1301
7314618648126147891	6上	1300
7292171342982532378	4上	1299
7431426996527320330	5上	1299
7349805657828232474	4上	1293
7313130285971901715	4上	1292
7373520356457336101	6上	1292
7423773691483393331	5上	1291
7316382346192669989	6上	1290
7367717818160254271	4上	1289
7287448448524193065	4下	1288
7508655047216139532	4上	1287
7341951744064113929	3上	1286
7307534338567015689	6上	1284
7039342125288279335	4上	1280
7304417225417510170	5上	1276
7383307624315358473	6上	1274
7301199938619329855	5上	1273
7567948297266148968	4上	1273
7307889359070498098	6上	1272
7343760222822944026	6上	1271
7351718690162855180	5上	1271
7353579473926638911	6上	1271
