# shard C · 100 条 · C蒸馏

7417808185500781850	4上	1736
7352093917069757705	6上	1735
7291530260347227446	4上	1731
7377699002675957019	4上	1726
7380974814355410217	4上	1724
7429323409546300698	6上	1724
7318558450638769419	5上	1723
7314436520901987634	3上	1718
7324254246306630963	3上	1716
7381312486156356902	4上	1716
7430770279963462938	4上	1716
7288164650565274935	4上	1714
7295606112601115915	3上	1713
7341254603477962022	6上	1713
7631173937074674383	6上	1713
7341584518026890535	3上	1709
7399817734667701554	6上	1706
7427293995400826138	4上	1706
7298548844516740389	6上	1698
7342348153963728179	6上	1697
7329362034707926308	4上	1696
7248374940410383653	5上	1695
7330820693220822283	6上	1695
7315663341907610891	3上	1691
7366091594082159909	3上	1691
7515295282512366889	3上	1690
7382147960999546131	4下	1689
7325327224389913919	6上	1687
7323870924527258899	4上	1681
7380217633905413414	5上	1681
7392445521048194330	3上	1681
7439326767376043273	4下	1680
7352518708155174153	4上	1678
7345688185839602953	6上	1675
7362003797557644570	3上	1675
7311199184177171723	4上	1669
7338361505613761802	4上	1666
7617329134079742370	5上	1666
7644872508948907700	4上	1665
7338991703484861747	4下	1662
7339341545545452810	6上	1657
7390675664661171506	4下	1657
7388385787030539539	4上	1656
7318696486206852378	4上	1655
7350981188468673830	6上	1652
7313803418848480553	6上	1649
7354159052076633354	3上	1649
7377972368565734666	4上	1648
7317776305682910505	3上	1647
7353470216103267620	6上	1644
7633750508935257593	4上	1639
7594810532076080227	4上	1636
7294769155318779148	6上	1633
7383608962790345995	3上	1633
7632299084237773474	6上	1633
7376620750326828326	6上	1631
7388728374434254119	4上	1630
7370947710372826377	4上	1627
7400555194557222170	4上	1626
7402793777531866405	4下	1626
7430289032397065522	4上	1626
7340108996113599781	6上	1623
7368686325819608357	6上	1623
7042556817737600288	6上	1621
7321204717940510015	6上	1620
7340850428084522277	4上	1619
7351256787733073162	4上	1615
7362852972994301195	5上	1614
7327581280533581067	4上	1611
7427118627570175282	4上	1611
7623032528962489268	3上	1611
7307625006341623081	6上	1610
7416658409421950245	4上	1609
7314178423012805939	6上	1608
7583545634893122868	5上	1604
7382944095917935883	5上	1600
7322710983091309887	4下	1599
7364954689701514534	6上	1598
7302312941930466623	5上	1595
7351252725591493927	2下	1593
7347912352349654323	5上	1592
7322013056236604699	3上	1590
7340142340822142235	4上	1588
7295596013950078262	4上	1586
7340864400015772967	6上	1583
7416342908833418547	4上	1582
7427451322498125082	6上	1580
7347140525599788342	4下	1579
7570999735978060480	4下	1578
7336811867630783795	4上	1576
7350499856089189651	4上	1575
7392769590142504201	4上	1575
7346142984821427497	6上	1574
7306115225554586891	6上	1573
7317843975950322980	4上	1573
7637483128315550971	6上	1571
7322777551963884810	6上	1570
7405034674793254170	4上	1570
7301082430507683081	6上	1566
7299267238199102756	4上	1556
