# shard A · 100 条 · C蒸馏

7587402549285178678	3上	7678
7519083576295197991	4上	6861
7359044348673133835	4下	3447
7306357867961912595	4上	3297
7428548536028925194	4上	3209
7372395636114705700	3上	3153
7367234635446635803	6上	3112
7171744816382872846	5上	3103
7344555106404289804	4上	3066
7434116487247449371	6上	3028
7433726018852113702	6上	2919
7367201667273575692	4上	2910
7039925956672294180	6上	2897
7319652912618147109	3上	2854
7172025775271546148	6上	2849
7615951799208161507	5上	2784
7478649658441518345	4上	2765
7338630506533096767	4上	2741
7337645963357506857	4上	2695
7431489705943813385	6上	2690
7442191861231504667	4上	2673
7375327734073003301	4上	2663
7308955232313019667	3上	2612
7425596717690539273	4上	2610
7360552890320112932	3上	2587
7311839232031558950	6上	2585
7306732381279456539	6上	2571
7379924924326022436	6上	2570
7595876245775161167	4上	2567
7433380715758128435	6上	2562
7429219657682406693	6上	2542
7644508603194119586	5上	2518
7616660900737617487	4上	2515
7452717064990493979	4上	2509
7305987826804395318	4上	2484
7570148836753083791	4下	2475
7500502744780885274	6上	2463
7428924766179904819	4下	2436
7640099764353222245	5上	2427
7343079038073703717	6上	2426
7557996539769474363	5上	2425
7394251611146685747	4上	2405
7515003823162592531	6上	2403
7342708534586461459	6上	2377
7308605394765499702	3上	2372
7328300719931411722	4上	2362
7323367915347102986	3上	2342
7349362109295234343	6上	2337
7288564528420228407	3上	2331
7346459640957259044	4上	2329
7338298927772421430	4上	2309
7642316721160889807	4上	2282
7363251846187748627	3上	2277
7379596704095554867	3上	2268
7592176521277160640	5上	2268
7350871536624045363	4上	2264
7311467827213471026	6上	2262
7363811614765763877	3上	2248
7320373805971541267	6上	2231
7431763203601829129	6上	2231
7387242244610313513	4上	2201
7340482348569349415	4下	2197
7434163154294197554	6上	2188
7643369431075539619	4下	2186
7376628131412675879	3上	2173
7434811993254677786	4下	2171
7578344929518570466	4下	2167
7363144493769542966	6上	2166
7401295977744698674	4上	2160
7279017679074364731	6上	2159
7311096908640963881	6上	2157
7577754977135024616	4下	2140
7349025880691232054	6上	2139
7340903795683134732	5上	2135
7402421151059709193	6上	2132
7427758066164190501	4上	2130
7610305627064349172	4下	2128
7289566042790186295	4上	2119
7432157793580256563	5上	2113
7309320083103304971	3上	2109
7376975177378270518	6上	2105
7317493852217019675	4上	2104
7320450524556397851	4上	2101
7431138090745400613	6上	2091
7363490966973500711	3上	2090
7621568203600878947	5下	2086
7347951604307348773	6上	2083
7362793621143227667	3上	2081
7372860800639241482	6上	2080
7508222795902684479	4下	2077
7416710640812690726	4上	2070
7039121965751340325	6上	2068
7309416674472594714	3上	2065
7387995474684398867	4上	2061
7358662318168870163	4下	2056
7445269893651516699	4上	2055
7288906594505608487	6上	2052
7317274936962288947	4上	2052
7381838457263410444	4下	2051
7552098182218550547	5上	2051
